row_id,default_flag,pd_score,pd_score_band,ead,lgd,ifrs9_stage,ecl,loan_amnt,installment,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,revol_util,total_acc
27739,1,0.3686107306813702,Low,5000.0,0.35,Stage 3,645.0687786923978,5000.0,167.49,36 months,12.59,C,C2,10+ years,MORTGAGE,91000.0,Not Verified,credit_card,37.99,0.0,83.6,23.0
27740,0,0.5514338104746542,High,5000.0,0.5,Stage 3,1378.5845261866357,5000.0,164.22,36 months,11.22,B,B5,6 years,RENT,24000.0,Verified,debt_consolidation,30.25,0.0,33.5,14.0
27741,0,0.389282709670086,Low,2500.0,0.35,Stage 2,340.6223709613252,2500.0,81.43,36 months,10.64,B,B4,10+ years,MORTGAGE,52000.0,Verified,debt_consolidation,20.12,1.0,78.6,10.0
27742,0,0.293768098818966,Low,10000.0,0.4,Stage 2,1175.072395275864,10000.0,328.43,36 months,11.22,B,B5,8 years,OWN,75000.0,Source Verified,other,4.18,0.0,48.5,7.0
27743,0,0.4042428449557735,Low,25000.0,0.35,Stage 2,3537.124893363018,25000.0,821.08,36 months,11.22,B,B5,10+ years,MORTGAGE,165000.0,Source Verified,debt_consolidation,24.09,0.0,69.9,38.0
27744,0,0.0913423213042046,Very Low,20000.0,0.35,Stage 1,639.396249129432,20000.0,602.3,36 months,5.32,A,A1,10+ years,MORTGAGE,125000.0,Verified,debt_consolidation,19.06,0.0,55.1,10.0
27745,0,0.3439309859616349,Low,16000.0,0.35,Stage 2,1926.0135213851552,16000.0,514.48,36 months,9.76,B,B3,10+ years,MORTGAGE,111000.0,Verified,debt_consolidation,18.28,1.0,35.2,34.0
27746,1,0.5493970228989228,High,16300.0,0.35,Stage 3,3134.310015638354,16300.0,550.63,36 months,13.18,C,C3,10+ years,MORTGAGE,68800.0,Source Verified,debt_consolidation,34.68,0.0,63.6,42.0
27747,0,0.5441354524730909,High,32775.0,0.5,Stage 3,8917.019727402778,32775.0,1114.93,36 months,13.67,C,C4,3 years,RENT,550000.0,Verified,debt_consolidation,10.74,0.0,76.5,35.0
27748,1,0.7541542033483905,Very High,24750.0,0.35,Stage 3,6532.860786505432,24750.0,726.31,60 months,24.99,F,F4,4 years,MORTGAGE,77360.16,Source Verified,other,20.09,1.0,26.7,36.0
27749,0,0.6331254615053408,Very High,35000.0,0.5,Stage 3,11079.695576343463,35000.0,808.42,60 months,13.67,C,C4,10+ years,RENT,114000.0,Source Verified,credit_card,24.8,0.0,58.0,30.0
27750,0,0.3102288397075031,Low,20000.0,0.4,Stage 2,2481.8307176600247,20000.0,630.24,36 months,8.38,B,B1,2 years,OWN,65000.0,Not Verified,debt_consolidation,29.78,0.0,37.1,32.0
27751,0,0.3263793611473776,Low,15000.0,0.5,Stage 2,2447.845208605332,15000.0,482.32,36 months,9.76,B,B3,1 year,RENT,164000.0,Source Verified,other,6.52,0.0,73.8,6.0
27752,0,0.0802409350147863,Very Low,15000.0,0.35,Stage 1,421.26490882762806,15000.0,451.73,36 months,5.32,A,A1,3 years,MORTGAGE,56500.0,Not Verified,debt_consolidation,23.39,0.0,29.9,17.0
27753,1,0.7847013343790546,Very High,28000.0,0.5,Stage 3,10985.818681306766,28000.0,741.68,60 months,19.99,E,E4,10+ years,RENT,70222.56,Verified,debt_consolidation,28.87,0.0,67.2,26.0
27754,0,0.3247765384586302,Low,10000.0,0.35,Stage 2,1136.7178846052057,10000.0,318.79,36 months,9.17,B,B2,,MORTGAGE,70000.0,Source Verified,debt_consolidation,13.27,0.0,77.2,45.0
27755,0,0.4716217431022154,Medium,16000.0,0.5,Stage 2,3772.973944817723,16000.0,345.02,60 months,10.64,B,B4,10+ years,RENT,80000.0,Not Verified,credit_card,13.4,0.0,46.8,16.0
27756,0,0.3663435215484575,Low,1000.0,0.35,Stage 2,128.22023254196014,1000.0,32.85,36 months,11.22,B,B5,4 years,MORTGAGE,38000.0,Verified,other,29.12,0.0,63.5,30.0
27757,0,0.2264341347696935,Very Low,25000.0,0.35,Stage 2,1981.298679234818,25000.0,774.91,36 months,7.26,A,A4,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,21.37,0.0,71.8,31.0
27758,1,0.364926033690008,Low,25000.0,0.35,Stage 3,3193.1027947875696,25000.0,821.08,36 months,11.22,B,B5,2 years,MORTGAGE,350000.0,Source Verified,debt_consolidation,6.94,0.0,59.0,26.0
27759,0,0.4496278118398736,Medium,3000.0,0.5,Stage 2,674.4417177598104,3000.0,96.47,36 months,9.76,B,B3,2 years,RENT,30000.0,Source Verified,debt_consolidation,25.68,1.0,26.2,12.0
27760,0,0.7201939879017989,Very High,24000.0,0.35,Stage 3,6049.62949837511,24000.0,596.34,60 months,16.99,D,D3,4 years,MORTGAGE,108000.0,Verified,debt_consolidation,21.99,0.0,45.9,60.0
27761,0,0.4936433795882414,Medium,11200.0,0.35,Stage 2,1935.082047985906,11200.0,252.49,60 months,12.59,C,C2,6 years,MORTGAGE,30160.0,Not Verified,debt_consolidation,32.03,0.0,58.0,23.0
27762,0,0.5500077195797103,High,12000.0,0.5,Stage 3,3300.0463174782617,12000.0,274.15,60 months,13.18,C,C3,8 years,RENT,53000.0,Not Verified,debt_consolidation,19.38,1.0,97.8,10.0
27763,0,0.4769929468308689,Medium,28000.0,0.35,Stage 2,4674.530878942514,28000.0,631.23,60 months,12.59,C,C2,6 years,MORTGAGE,100000.0,Source Verified,debt_consolidation,12.36,1.0,12.0,34.0
27764,0,0.7056338199382298,Very High,10000.0,0.35,Stage 3,2469.7183697838045,10000.0,256.61,60 months,18.49,E,E2,1 year,MORTGAGE,42000.0,Source Verified,debt_consolidation,17.94,0.0,69.6,15.0
27765,0,0.2162147050922554,Very Low,9000.0,0.5,Stage 2,972.9661729151493,9000.0,274.78,36 months,6.24,A,A2,< 1 year,RENT,50000.0,Not Verified,credit_card,23.79,0.0,29.1,20.0
27766,0,0.4018160430355323,Low,20000.0,0.4,Stage 2,3214.5283442842588,20000.0,422.59,60 months,9.76,B,B3,10+ years,OWN,103000.0,Not Verified,debt_consolidation,24.35,0.0,54.0,51.0
27767,0,0.3224999544497965,Low,32000.0,0.35,Stage 2,3611.9994898377204,32000.0,1042.2,36 months,10.64,B,B4,2 years,MORTGAGE,150000.0,Source Verified,debt_consolidation,11.25,0.0,71.5,24.0
27768,0,0.5802055672425998,High,6000.0,0.5,Stage 3,1740.6167017277992,6000.0,204.11,36 months,13.67,C,C4,10+ years,RENT,55000.0,Verified,medical,16.02,0.0,85.5,21.0
27769,0,0.7168336498199812,Very High,9925.0,0.5,Stage 3,3557.286987231657,9925.0,353.81,36 months,16.99,D,D3,10+ years,RENT,30000.0,Verified,debt_consolidation,37.52,0.0,74.5,22.0
27770,1,0.5096723441874662,Medium,20200.0,0.5,Stage 3,5147.690676293409,20200.0,676.64,36 months,12.59,C,C2,3 years,RENT,75000.0,Verified,debt_consolidation,19.63,0.0,56.4,44.0
27771,0,0.3162757578452008,Low,4000.0,0.35,Stage 2,442.78606098328106,4000.0,126.05,36 months,8.38,B,B1,,MORTGAGE,51324.0,Not Verified,debt_consolidation,15.08,5.0,7.3,52.0
27772,1,0.5395421432867188,High,16000.0,0.5,Stage 3,4316.33714629375,16000.0,369.57,60 months,13.67,C,C4,10+ years,RENT,149512.0,Verified,debt_consolidation,16.46,0.0,72.1,36.0
27773,0,0.430107258273768,Medium,16000.0,0.4,Stage 2,2752.6864529521154,16000.0,349.64,60 months,11.22,B,B5,2 years,OWN,70000.0,Not Verified,credit_card,18.94,0.0,46.4,27.0
27774,0,0.6009979324483077,High,11000.0,0.5,Stage 3,3305.4886284656923,11000.0,383.54,36 months,15.41,D,D1,< 1 year,RENT,41000.0,Source Verified,credit_card,29.98,0.0,53.1,21.0
27775,0,0.2680210950945766,Very Low,4800.0,0.35,Stage 2,450.2754397588887,4800.0,151.26,36 months,8.38,B,B1,3 years,MORTGAGE,145000.0,Source Verified,debt_consolidation,3.96,0.0,11.3,14.0
27776,0,0.724624051217135,Very High,12000.0,0.5,Stage 3,4347.74430730281,12000.0,307.93,60 months,18.49,E,E2,3 years,RENT,55000.0,Source Verified,credit_card,21.43,0.0,42.1,17.0
27777,0,0.4206619276881488,Medium,5000.0,0.5,Stage 2,1051.654819220372,5000.0,162.85,36 months,10.64,B,B4,8 years,RENT,38000.0,Verified,debt_consolidation,5.46,0.0,59.6,19.0
27778,0,0.4601168468667007,Medium,12000.0,0.35,Stage 2,1932.490756840143,12000.0,262.23,60 months,11.22,B,B5,2 years,MORTGAGE,59436.0,Verified,debt_consolidation,25.3,0.0,66.0,27.0
27779,0,0.4296941942541822,Medium,21000.0,0.5,Stage 2,4511.789039668914,21000.0,697.41,36 months,11.99,C,C1,10+ years,RENT,74000.0,Source Verified,home_improvement,5.04,0.0,37.9,24.0
27780,0,0.2427297883475612,Very Low,10000.0,0.35,Stage 2,849.5542592164642,10000.0,309.97,36 months,7.26,A,A4,3 years,MORTGAGE,170000.0,Source Verified,home_improvement,14.85,2.0,13.2,34.0
27781,0,0.1900399386524699,Very Low,12000.0,0.35,Stage 1,798.1677423403736,12000.0,378.15,36 months,8.38,B,B1,9 years,MORTGAGE,90000.0,Not Verified,debt_consolidation,13.2,0.0,59.9,17.0
27782,0,0.3350066294446781,Low,6000.0,0.5,Stage 2,1005.0198883340342,6000.0,189.08,36 months,8.38,B,B1,10+ years,RENT,45000.0,Source Verified,credit_card,6.03,0.0,36.0,14.0
27783,0,0.2372490104062663,Very Low,12000.0,0.4,Stage 2,1138.7952499500784,12000.0,378.15,36 months,8.38,B,B1,9 years,OWN,53000.0,Not Verified,credit_card,22.03,0.0,35.1,15.0
27784,0,0.5385740027281996,High,8600.0,0.35,Stage 3,1621.1077482118806,8600.0,288.08,36 months,12.59,C,C2,,MORTGAGE,60231.0,Not Verified,debt_consolidation,14.62,2.0,15.7,52.0
27785,0,0.2133557494236398,Very Low,17375.0,0.35,Stage 2,1297.4696511825096,17375.0,547.53,36 months,8.38,B,B1,5 years,MORTGAGE,145000.0,Not Verified,debt_consolidation,15.29,0.0,32.7,39.0
27786,0,0.3331825996137179,Low,15000.0,0.35,Stage 2,1749.2086479720188,15000.0,478.19,36 months,9.17,B,B2,< 1 year,MORTGAGE,65000.0,Verified,debt_consolidation,6.3,0.0,35.2,30.0
27787,1,0.5401468330534915,High,10000.0,0.5,Stage 3,2700.7341652674577,10000.0,328.43,36 months,11.22,B,B5,2 years,RENT,31500.0,Verified,debt_consolidation,15.65,0.0,24.9,56.0
27788,0,0.2248737696002666,Very Low,25000.0,0.35,Stage 2,1967.6454840023325,25000.0,763.28,36 months,6.24,A,A2,10+ years,MORTGAGE,80000.0,Source Verified,debt_consolidation,29.85,0.0,35.5,22.0
27789,0,0.2217801141568855,Very Low,10000.0,0.5,Stage 2,1108.9005707844276,10000.0,312.86,36 months,7.89,A,A5,3 years,RENT,95000.0,Source Verified,credit_card,11.29,0.0,35.2,18.0
27790,1,0.4685075828459595,Medium,16000.0,0.5,Stage 3,3748.060662767676,16000.0,521.1,36 months,10.64,B,B4,2 years,RENT,74000.0,Source Verified,credit_card,14.17,0.0,102.5,24.0
27791,0,0.7229885837065194,Very High,12100.0,0.35,Stage 3,3061.85665199711,12100.0,348.03,60 months,23.99,F,F3,8 years,MORTGAGE,46000.0,Source Verified,credit_card,12.2,0.0,37.5,25.0
27792,0,0.4637384487116226,Medium,2000.0,0.5,Stage 2,463.7384487116226,2000.0,65.14,36 months,10.64,B,B4,10+ years,RENT,88000.0,Source Verified,other,11.16,4.0,62.0,42.0
27793,0,0.0967332857555576,Very Low,6000.0,0.35,Stage 1,203.13990008667096,6000.0,180.69,36 months,5.32,A,A1,< 1 year,MORTGAGE,80000.0,Not Verified,debt_consolidation,19.77,1.0,24.5,24.0
27794,0,0.4987567426768081,Medium,21000.0,0.35,Stage 2,3665.862058674539,21000.0,473.42,60 months,12.59,C,C2,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,26.33,0.0,59.6,16.0
27795,0,0.1513727130122853,Very Low,3500.0,0.35,Stage 1,185.4315734400495,3500.0,109.5,36 months,7.89,A,A5,10+ years,MORTGAGE,101000.0,Verified,debt_consolidation,14.35,0.0,87.9,13.0
27796,0,0.7121093592377746,Very High,15000.0,0.35,Stage 3,3738.5741359983167,15000.0,372.71,60 months,16.99,D,D3,10+ years,MORTGAGE,51200.0,Verified,credit_card,31.35,0.0,78.2,28.0
27797,0,0.2790228396598741,Very Low,12000.0,0.4,Stage 2,1339.3096303673958,12000.0,375.43,36 months,7.89,A,A5,10+ years,OWN,84541.0,Verified,credit_card,28.37,0.0,71.2,25.0
27798,0,0.7016827677654511,Very High,16800.0,0.35,Stage 3,4125.894674460853,16800.0,413.47,60 months,16.55,D,D2,1 year,MORTGAGE,70000.0,Verified,debt_consolidation,30.1,0.0,75.3,23.0
27799,0,0.2772849201533212,Very Low,8000.0,0.35,Stage 2,776.3977764292993,8000.0,255.04,36 months,9.17,B,B2,< 1 year,MORTGAGE,60000.0,Not Verified,home_improvement,1.48,0.0,13.3,17.0
27800,0,0.5509895072973853,High,15000.0,0.5,Stage 3,4132.421304730389,15000.0,346.47,60 months,13.67,C,C4,< 1 year,RENT,75000.0,Source Verified,debt_consolidation,15.74,0.0,77.8,12.0
27801,0,0.4500695616653493,Medium,12000.0,0.35,Stage 2,1890.2921589944667,12000.0,390.83,36 months,10.64,B,B4,9 years,MORTGAGE,90000.0,Source Verified,home_improvement,23.28,0.0,58.1,59.0
27802,0,0.2799733788412405,Very Low,7200.0,0.35,Stage 2,705.5329146799261,7200.0,226.89,36 months,8.38,B,B1,10+ years,MORTGAGE,67500.0,Source Verified,debt_consolidation,9.69,1.0,83.1,23.0
27803,1,0.4852251765777837,Medium,12000.0,0.35,Stage 3,2037.9457416266914,12000.0,398.52,36 months,11.99,C,C1,,MORTGAGE,41400.0,Not Verified,credit_card,26.78,0.0,85.6,25.0
27804,0,0.1958659570130381,Very Low,7000.0,0.5,Stage 1,685.5308495456334,7000.0,220.59,36 months,8.38,B,B1,7 years,RENT,240000.0,Source Verified,debt_consolidation,12.32,0.0,96.7,27.0
27805,0,0.3492041332615525,Low,27600.0,0.35,Stage 2,3373.3119273065968,27600.0,879.86,36 months,9.17,B,B2,10+ years,MORTGAGE,80472.0,Verified,debt_consolidation,25.99,0.0,52.2,29.0
27806,0,0.2530559385191209,Very Low,14000.0,0.35,Stage 2,1239.9740987436924,14000.0,433.95,36 months,7.26,A,A4,8 years,MORTGAGE,115000.0,Verified,debt_consolidation,30.37,0.0,44.1,45.0
27807,0,0.607179482378603,High,30000.0,0.4,Stage 3,7286.153788543236,30000.0,754.81,60 months,17.57,D,D4,8 years,OWN,96000.0,Source Verified,credit_card,22.15,0.0,69.9,34.0
27808,1,0.6456897799709949,Very High,14400.0,0.4,Stage 3,3719.1731326329304,14400.0,367.24,60 months,18.2,E,E1,8 years,OWN,120000.0,Verified,other,26.55,0.0,30.2,54.0
27809,1,0.6117686432692723,High,20000.0,0.35,Stage 3,4282.380502884906,20000.0,675.62,36 months,13.18,C,C3,8 years,MORTGAGE,72000.0,Verified,debt_consolidation,28.42,0.0,59.6,28.0
27810,1,0.7843610625970522,Very High,26500.0,0.35,Stage 3,7274.948855587658,26500.0,823.19,60 months,27.88,G,G3,10+ years,MORTGAGE,53000.0,Verified,debt_consolidation,15.65,1.0,69.6,24.0
27811,0,0.5271683842509072,High,3500.0,0.5,Stage 3,922.5446724390875,3500.0,122.04,36 months,15.41,D,D1,4 years,RENT,110000.0,Not Verified,vacation,8.22,0.0,77.5,20.0
27812,0,0.4995213657204983,Medium,8275.0,0.35,Stage 2,1446.7387554679933,8275.0,293.18,36 months,16.55,D,D2,8 years,MORTGAGE,78592.0,Source Verified,debt_consolidation,20.55,1.0,63.5,31.0
27813,1,0.760568466165461,Very High,35000.0,0.35,Stage 3,9316.963710526898,35000.0,986.47,60 months,22.99,F,F2,9 years,MORTGAGE,120000.0,Verified,credit_card,22.15,1.0,98.7,21.0
27814,0,0.2021221202872954,Very Low,10000.0,0.5,Stage 2,1010.6106014364769,10000.0,309.97,36 months,7.26,A,A4,1 year,RENT,49000.0,Not Verified,credit_card,6.1,0.0,53.4,16.0
27815,0,0.1883008037487407,Very Low,18000.0,0.4,Stage 1,1355.765786990933,18000.0,549.56,36 months,6.24,A,A2,10+ years,OWN,110000.0,Source Verified,credit_card,23.12,1.0,61.9,58.0
27816,1,0.5262555821580447,High,2000.0,0.4,Stage 3,421.0044657264358,2000.0,68.04,36 months,13.67,C,C4,10+ years,OWN,34000.0,Source Verified,other,15.25,0.0,38.0,15.0
27817,0,0.3816675811303097,Low,16500.0,0.35,Stage 2,2204.1302810275383,16500.0,526.01,36 months,9.17,B,B2,9 years,MORTGAGE,63000.0,Verified,debt_consolidation,18.25,1.0,51.8,24.0
27818,0,0.3827190262410395,Low,6400.0,0.5,Stage 2,1224.7008839713264,6400.0,204.03,36 months,9.17,B,B2,2 years,RENT,30000.0,Not Verified,credit_card,36.88,0.0,37.1,20.0
27819,0,0.1969451894821381,Very Low,6000.0,0.5,Stage 1,590.8355684464143,6000.0,183.19,36 months,6.24,A,A2,6 years,RENT,43000.0,Not Verified,credit_card,18.03,0.0,35.1,15.0
27820,0,0.6780048083116239,Very High,15600.0,0.5,Stage 3,5288.4375048306665,15600.0,374.49,60 months,15.41,D,D1,8 years,RENT,75000.0,Source Verified,debt_consolidation,15.54,5.0,49.1,38.0
27821,0,0.5523318083297594,High,25200.0,0.5,Stage 3,6959.380784954968,25200.0,543.4,60 months,10.64,B,B4,1 year,RENT,64500.0,Source Verified,debt_consolidation,33.49,0.0,67.9,27.0
27822,0,0.4480526978269032,Medium,20000.0,0.35,Stage 2,3136.3688847883227,20000.0,664.2,36 months,11.99,C,C1,,MORTGAGE,50000.0,Not Verified,credit_card,20.31,0.0,39.5,25.0
27823,0,0.2861422154147043,Low,8000.0,0.35,Stage 2,801.1982031611719,8000.0,252.1,36 months,8.38,B,B1,10+ years,MORTGAGE,56000.0,Not Verified,debt_consolidation,14.4,1.0,52.8,38.0
27824,0,0.4642848510597417,Medium,16000.0,0.35,Stage 2,2599.9951659345534,16000.0,557.87,36 months,15.41,D,D1,10+ years,MORTGAGE,43000.0,Not Verified,home_improvement,0.0,0.0,0.0,7.0
27825,1,0.530357342354966,High,30000.0,0.4,Stage 3,6364.288108259592,30000.0,1004.91,36 months,12.59,C,C2,3 years,OWN,140000.0,Source Verified,debt_consolidation,27.66,0.0,93.1,20.0
27826,1,0.6415615720806218,Very High,27200.0,0.5,Stage 3,8725.237380296456,27200.0,969.62,36 months,16.99,D,D3,10+ years,RENT,68000.0,Source Verified,house,15.69,0.0,20.2,31.0
27827,1,0.4986093558790306,Medium,1200.0,0.5,Stage 3,299.1656135274184,1200.0,39.86,36 months,11.99,C,C1,9 years,RENT,39000.0,Source Verified,other,30.43,0.0,86.7,33.0
27828,1,0.3036916916580319,Low,15000.0,0.35,Stage 3,1594.3813812046674,15000.0,482.32,36 months,9.76,B,B3,2 years,MORTGAGE,100000.0,Source Verified,other,10.49,1.0,0.0,17.0
27829,0,0.2355322299439543,Very Low,28000.0,0.5,Stage 2,3297.45121921536,28000.0,566.27,60 months,7.89,A,A5,8 years,RENT,130000.0,Source Verified,credit_card,10.21,0.0,64.0,16.0
27830,0,0.3476103713741528,Low,12600.0,0.35,Stage 2,1532.9617377600136,12600.0,397.06,36 months,8.38,B,B1,10+ years,MORTGAGE,50000.0,Source Verified,debt_consolidation,25.71,0.0,41.6,30.0
27831,1,0.1470571977199429,Very Low,10000.0,0.4,Stage 3,588.2287908797717,10000.0,309.97,36 months,7.26,A,A4,7 years,OWN,68000.0,Not Verified,credit_card,21.39,0.0,92.8,21.0
27832,0,0.3081028678207794,Low,20000.0,0.35,Stage 2,2156.720074745456,20000.0,637.58,36 months,9.17,B,B2,10+ years,MORTGAGE,135000.0,Source Verified,debt_consolidation,34.08,1.0,91.8,35.0
27833,0,0.1435972585477316,Very Low,18000.0,0.35,Stage 1,904.662728850709,18000.0,549.56,36 months,6.24,A,A2,5 years,MORTGAGE,66000.0,Not Verified,debt_consolidation,17.82,0.0,50.4,34.0
27834,1,0.6451204666744145,Very High,35000.0,0.5,Stage 3,11289.608166802253,35000.0,966.47,60 months,21.99,F,F1,1 year,RENT,144000.0,Verified,debt_consolidation,33.79,0.0,85.1,31.0
27835,1,0.8175517657591,Very High,22000.0,0.35,Stage 3,6295.14859634507,22000.0,620.07,60 months,22.99,F,F2,< 1 year,MORTGAGE,96995.0,Verified,debt_consolidation,26.07,0.0,32.9,38.0
27836,0,0.3788395747028568,Low,6000.0,0.5,Stage 2,1136.5187241085703,6000.0,191.28,36 months,9.17,B,B2,10+ years,RENT,120000.0,Source Verified,debt_consolidation,12.91,2.0,59.0,30.0
27837,0,0.5030267321771605,Medium,16000.0,0.5,Stage 3,4024.2138574172845,16000.0,349.64,60 months,11.22,B,B5,2 years,RENT,80000.0,Verified,other,21.81,4.0,27.8,18.0
27838,0,0.5626631902987373,High,21000.0,0.35,Stage 3,4135.574448695719,21000.0,504.12,60 months,15.41,D,D1,10+ years,MORTGAGE,101000.0,Source Verified,debt_consolidation,13.65,4.0,34.5,34.0
27839,1,0.4040061408222602,Low,6000.0,0.35,Stage 3,848.4128957267465,6000.0,197.06,36 months,11.22,B,B5,3 years,MORTGAGE,42000.0,Verified,debt_consolidation,14.23,0.0,16.0,32.0
27840,0,0.4490390840859714,Medium,1500.0,0.35,Stage 2,235.74551914513495,1500.0,48.24,36 months,9.76,B,B3,2 years,MORTGAGE,97000.0,Verified,credit_card,28.12,1.0,77.1,42.0
27841,0,0.3419702526940411,Low,12000.0,0.35,Stage 2,1436.2750613149724,12000.0,253.55,60 months,9.76,B,B3,10+ years,MORTGAGE,85839.0,Not Verified,credit_card,13.27,0.0,40.3,33.0
27842,0,0.2945287435859465,Low,15000.0,0.35,Stage 2,1546.275903826219,15000.0,478.19,36 months,9.17,B,B2,5 years,MORTGAGE,81000.0,Not Verified,debt_consolidation,17.94,0.0,42.6,33.0
27843,0,0.5369413295112982,High,7625.0,0.35,Stage 3,1432.9621731332772,7625.0,274.03,36 months,17.57,D,D4,3 years,MORTGAGE,55000.0,Verified,debt_consolidation,9.69,2.0,84.3,17.0
27844,0,0.3437543393036431,Low,3600.0,0.35,Stage 2,433.1304675225902,3600.0,118.24,36 months,11.22,B,B5,10+ years,MORTGAGE,100000.0,Verified,debt_consolidation,25.43,0.0,100.6,12.0
27845,0,0.2841126874358665,Low,5500.0,0.5,Stage 2,781.3098904486328,5500.0,170.48,36 months,7.26,A,A4,5 years,RENT,30000.0,Source Verified,debt_consolidation,26.64,0.0,47.0,9.0
27846,1,0.504783381574861,Medium,18000.0,0.35,Stage 3,3180.135303921624,18000.0,591.18,36 months,11.22,B,B5,1 year,MORTGAGE,125000.0,Source Verified,debt_consolidation,20.94,0.0,51.6,54.0
27847,0,0.2028461266688768,Very Low,9600.0,0.5,Stage 2,973.6614080106086,9600.0,295.94,36 months,6.89,A,A3,4 years,RENT,95000.0,Not Verified,debt_consolidation,31.61,0.0,47.3,19.0
27848,1,0.4706908502927716,Medium,8000.0,0.5,Stage 3,1882.7634011710863,8000.0,255.04,36 months,9.17,B,B2,8 years,RENT,80000.0,Not Verified,debt_consolidation,16.32,1.0,22.0,42.0
27849,1,0.481679787090361,Medium,11000.0,0.35,Stage 3,1854.4671802978899,11000.0,254.08,60 months,13.67,C,C4,10+ years,MORTGAGE,58000.0,Not Verified,debt_consolidation,26.95,2.0,53.7,28.0
27850,0,0.3452554835564489,Low,2400.0,0.35,Stage 2,290.01460618741703,2400.0,78.17,36 months,10.64,B,B4,10+ years,MORTGAGE,83900.0,Verified,debt_consolidation,8.04,2.0,95.9,26.0
27851,0,0.3169247831788288,Low,3000.0,0.35,Stage 2,332.7710223377702,3000.0,94.54,36 months,8.38,B,B1,10+ years,MORTGAGE,108000.0,Source Verified,major_purchase,19.31,2.0,70.1,36.0
27852,0,0.6199238846571696,High,11450.0,0.5,Stage 3,3549.064239662296,11450.0,254.65,60 months,11.99,C,C1,10+ years,RENT,47000.0,Not Verified,debt_consolidation,32.81,0.0,8.3,49.0
27853,0,0.7710886780140886,Very High,17600.0,0.5,Stage 3,6785.58036652398,17600.0,466.2,60 months,19.99,E,E4,1 year,RENT,40000.0,Source Verified,debt_consolidation,31.4,0.0,70.8,15.0
27854,1,0.7364273986706479,Very High,16800.0,0.5,Stage 3,6185.990148833443,16800.0,413.47,60 months,16.55,D,D2,10+ years,RENT,40000.0,Verified,debt_consolidation,24.42,0.0,73.0,19.0
27855,0,0.5735404891204984,High,25000.0,0.5,Stage 3,7169.25611400623,25000.0,837.43,36 months,12.59,C,C2,10+ years,RENT,85000.0,Verified,credit_card,5.28,1.0,25.6,29.0
27856,1,0.4721851465080894,Medium,16000.0,0.5,Stage 3,3777.4811720647153,16000.0,369.57,60 months,13.67,C,C4,10+ years,RENT,68000.0,Not Verified,debt_consolidation,8.05,0.0,78.7,15.0
27857,0,0.5718108030031887,High,4800.0,0.5,Stage 3,1372.3459272076527,4800.0,159.41,36 months,11.99,C,C1,1 year,RENT,60000.0,Verified,medical,16.76,2.0,18.6,17.0
27858,0,0.4098470185035783,Low,8400.0,0.4,Stage 2,1377.085982172023,8400.0,273.58,36 months,10.64,B,B4,10+ years,OWN,70000.0,Source Verified,debt_consolidation,26.06,0.0,28.9,56.0
27859,0,0.1587259494602519,Very Low,5600.0,0.5,Stage 1,444.43265848870533,5600.0,168.65,36 months,5.32,A,A1,5 years,RENT,43300.0,Not Verified,credit_card,22.73,0.0,20.5,41.0
27860,0,0.3662212086936038,Low,10000.0,0.5,Stage 2,1831.106043468019,10000.0,318.79,36 months,9.17,B,B2,7 years,RENT,22000.0,Not Verified,debt_consolidation,36.61,0.0,30.4,22.0
27861,0,0.6465168641303245,Very High,17650.0,0.5,Stage 3,5705.511325950114,17650.0,434.39,60 months,16.55,D,D2,2 years,RENT,75000.0,Source Verified,debt_consolidation,22.26,0.0,74.6,15.0
27862,0,0.6838364948375766,Very High,6400.0,0.5,Stage 3,2188.2767834802453,6400.0,223.15,36 months,15.41,D,D1,4 years,RENT,32000.0,Verified,debt_consolidation,31.77,1.0,29.5,13.0
27863,0,0.2132295186769014,Very Low,12200.0,0.35,Stage 2,910.490044750369,12200.0,381.69,36 months,7.89,A,A5,10+ years,MORTGAGE,30000.0,Source Verified,credit_card,27.8,0.0,39.2,15.0
27864,0,0.2911281428606803,Low,25000.0,0.35,Stage 2,2547.371250030952,25000.0,528.23,60 months,9.76,B,B3,2 years,MORTGAGE,75000.0,Not Verified,debt_consolidation,20.27,0.0,49.2,29.0
27865,0,0.3150303608331622,Low,5000.0,0.5,Stage 2,787.5759020829055,5000.0,159.4,36 months,9.17,B,B2,2 years,RENT,60000.0,Source Verified,debt_consolidation,6.93,0.0,19.6,14.0
27866,0,0.5042901850365987,Medium,10000.0,0.5,Stage 3,2521.4509251829936,10000.0,325.69,36 months,10.64,B,B4,7 years,RENT,60000.0,Verified,debt_consolidation,22.52,2.0,59.0,38.0
27867,0,0.238896441649819,Very Low,20000.0,0.35,Stage 2,1672.2750915487327,20000.0,643.1,36 months,9.76,B,B3,< 1 year,MORTGAGE,66000.0,Verified,other,9.11,1.0,77.5,14.0
27868,1,0.4092250192200646,Low,3000.0,0.5,Stage 3,613.8375288300969,3000.0,95.64,36 months,9.17,B,B2,1 year,RENT,20000.0,Verified,debt_consolidation,19.99,0.0,50.3,12.0
